0, 1
1, 0
2, 1
3, 1
4, 1
5, 8
6, 6
7, 10
8, 9
9, 20
10, 37
11, 32
12, 41
13, 53
14, 74
15, 103
16, 132
17, 179
18, 193
19, 242
20, 238
21, 336
22, 386
23, 404
24, 483
25, 607
26, 628
27, 771
28, 785
29, 1001
30, 1016
31, 1177
32, 1269
33, 1332
34, 1446
35, 1487
36, 1457
37, 1574
38, 1585
39, 1591
40, 1557
41, 1569
42, 1660
43, 1648
44, 1420
45, 1559
46, 1418
47, 1384
48, 1319
49, 1342
50, 1156
51, 1120
52, 955
53, 969
54, 828
55, 782
56, 752
57, 737
58, 719
59, 700
60, 628
61, 673
62, 587
63, 617
64, 610
65, 592
66, 557
67, 593
68, 552
69, 566
70, 582
71, 559
72, 571
73, 520
74, 664
75, 650
76, 618
77, 730
78, 594
79, 667
80, 675
81, 685
82, 771
83, 715
84, 667
85, 740
86, 744
87, 766
88, 765
89, 772
90, 817
91, 817
92, 744
93, 806
94, 760
95, 777
96, 812
97, 797
98, 799
99, 861
100, 814
101, 910
102, 907
103, 918
104, 888
105, 1011
106, 879
107, 996
108, 912
109, 952
110, 884
111, 1074
112, 977
113, 1073
114, 1040
115, 1216
116, 1250
117, 1403
118, 1534
119, 1639
120, 1682
121, 1776
122, 1874
123, 1769
124, 1582
125, 1743
126, 1441
127, 1477
128, 1483
129, 1409
130, 1437
131, 1449
132, 1389
133, 1479
134, 1592
135, 1655
136, 1657
137, 1666
138, 1857
139, 1896
140, 1813
141, 1979
142, 1814
143, 1956
144, 1928
145, 2055
146, 2012
147, 2303
148, 2333
149, 2670
150, 2787
151, 3232
152, 3154
153, 3476
154, 3424
155, 3516
156, 3102
157, 3176
158, 2787
159, 2885
160, 2630
161, 2731
162, 2664
163, 2955
164, 2955
165, 3360
166, 3554
167, 4138
168, 3987
169, 4057
170, 4327
171, 3713
172, 3185
173, 2929
174, 2551
175, 2432
176, 2195
177, 2256
178, 1960
179, 2126
180, 2186
181, 2265
182, 2417
183, 2445
184, 2282
185, 1826
186, 1972
187, 1456
188, 1137
189, 986
190, 748
191, 749
192, 667
193, 582
194, 428
195, 357
196, 313
197, 302
198, 242
199, 178
200, 67
201, 0
202, 0
203, 0
204, 0
205, 0
206, 0
207, 0
208, 0
209, 0
210, 0
211, 0
212, 4
213, 1
214, 0
215, 0
216, 0
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 16
229, 1
230, 0
231, 0
232, 0
233, 1
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 12
249, 1
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
