0, 7
1, 0
2, 0
3, 0
4, 1
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 3
34, 2
35, 7
36, 14
37, 24
38, 46
39, 67
40, 108
41, 137
42, 254
43, 347
44, 483
45, 626
46, 785
47, 1135
48, 1262
49, 1631
50, 1756
51, 2201
52, 2355
53, 2514
54, 2767
55, 2943
56, 2958
57, 2921
58, 2876
59, 2907
60, 2869
61, 2873
62, 2899
63, 3043
64, 2919
65, 3041
66, 3107
67, 3238
68, 3224
69, 3140
70, 3218
71, 3189
72, 3004
73, 3030
74, 3078
75, 3008
76, 2787
77, 2834
78, 2960
79, 2962
80, 2940
81, 2911
82, 2949
83, 3107
84, 2983
85, 2922
86, 3045
87, 3017
88, 2738
89, 2826
90, 2700
91, 2818
92, 2710
93, 2618
94, 2559
95, 2777
96, 2611
97, 2643
98, 2597
99, 2582
100, 2622
101, 2560
102, 2538
103, 2558
104, 2531
105, 2517
106, 2660
107, 2641
108, 2756
109, 2867
110, 2872
111, 3066
112, 2912
113, 3011
114, 2813
115, 2909
116, 2780
117, 2745
118, 2527
119, 2097
120, 2202
121, 1984
122, 1854
123, 1756
124, 1499
125, 1331
126, 1237
127, 1146
128, 1027
129, 1015
130, 874
131, 905
132, 839
133, 866
134, 808
135, 849
136, 801
137, 870
138, 791
139, 801
140, 796
141, 770
142, 757
143, 889
144, 838
145, 863
146, 914
147, 868
148, 844
149, 880
150, 967
151, 972
152, 837
153, 924
154, 901
155, 924
156, 830
157, 809
158, 819
159, 897
160, 797
161, 802
162, 797
163, 784
164, 746
165, 721
166, 725
167, 673
168, 674
169, 629
170, 633
171, 641
172, 632
173, 652
174, 580
175, 599
176, 575
177, 583
178, 580
179, 511
180, 525
181, 471
182, 421
183, 393
184, 297
185, 330
186, 274
187, 219
188, 191
189, 183
190, 166
191, 152
192, 109
193, 108
194, 75
195, 91
196, 67
197, 67
198, 61
199, 56
200, 37
201, 30
202, 27
203, 23
204, 19
205, 24
206, 18
207, 8
208, 7
209, 4
210, 2
211, 1
212, 0
213, 0
214, 0
215, 3
216, 1
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 4
229, 1
230, 0
231, 0
232, 0
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 16
245, 1
246, 0
247, 0
248, 0
249, 1
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
